,day,time,open,high,low,close,amount,5,20,60,120
0,20210402,15:30:00,3113.64,3113.64,3112.8,3112.8,13406,7981.6,5295.1,4393.4,5284.958333333333
1,20210402,15:18:00,3110.78,3113.64,3110.78,3113.64,6789,6424.0,4816.0,4224.033333333334,5276.033333333334
2,20210402,15:15:00,3111.83,3111.83,3110.15,3111.39,6489,6061.0,4698.3,4165.666666666667,5334.1
3,20210402,15:12:00,3110.9,3111.98,3109.66,3109.66,5779,5817.6,4683.3,4130.95,5389.391666666666
4,20210402,15:09:00,3109.79,3112.14,3109.2400000000002,3111.14,7445,5647.0,4687.0,4096.566666666667,5473.283333333334
5,20210402,15:06:00,3110.67,3111.86,3110.06,3110.2400000000002,5618,5083.4,4533.9,4018.65,5555.25
6,20210402,15:03:00,3111.04,3112.4,3109.87,3112.2200000000003,4974,4859.8,4515.45,3970.116666666667,5676.425
7,20210402,15:00:00,3110.9500000000003,3112.65,3110.9500000000003,3111.38,5272,4665.8,4523.25,3949.8333333333335,5818.358333333334
8,20210402,14:57:00,3110.5,3112.23,3110.29,3111.84,4926,4456.0,4509.5,3927.2833333333333,6042.591666666666
9,20210402,14:54:00,3110.02,3112.76,3110.02,3111.17,4627,4296.4,4438.45,3901.8,6223.625
10,20210402,14:51:00,3109.4300000000003,3111.27,3109.14,3109.71,4500,4101.2,4373.4,3867.8166666666666,6237.375
11,20210402,14:48:00,3110.87,3111.15,3108.91,3109.4900000000002,4004,4004.6,4333.9,3837.05,6257.908333333334
12,20210402,14:45:00,3109.56,3110.87,3108.63,3109.86,4223,4009.2,4275.25,3820.25,6278.858333333334
13,20210402,14:42:00,3108.94,3110.25,3107.89,3109.87,4128,4039.4,4224.9,3800.5666666666666,6298.625
14,20210402,14:39:00,3109.16,3109.29,3107.16,3108.09,3651,4069.0,4176.1,3788.266666666667,6337.325
15,20210402,14:36:00,3108.57,3109.7000000000003,3108.15,3109.52,4017,4014.2,4162.1,3772.4666666666667,6360.325
16,20210402,14:33:00,3110.28,3110.28,3108.13,3109.21,4027,3975.6,4127.3,3763.3166666666666,6380.458333333333
17,20210402,14:30:00,3109.67,3110.16,3108.1800000000003,3108.85,4374,4057.2,4124.55,3748.0833333333335,6394.0
18,20210402,14:27:00,3107.61,3110.0,3106.59,3109.6800000000003,4276,4420.2,4177.7,3735.366666666667,6403.941666666667
19,20210402,14:24:00,3106.92,3107.73,3105.27,3106.92,3377,4735.6,4121.05,3717.55,6418.691666666667
20,20210402,14:21:00,3107.4,3107.63,3105.83,3107.16,3824,4936.8,4121.1,3732.0333333333333,6424.725
21,20210402,14:18:00,3106.58,3107.59,3105.75,3106.94,4435,5221.8,4126.45,3756.9333333333334,6422.066666666667
22,20210402,14:15:00,3107.65,3109.1,3106.71,3107.27,6189,5360.8,4095.6,3756.0333333333333,6420.641666666666
23,20210402,14:12:00,3106.91,3107.31,3104.63,3107.06,5853,5122.4,3967.45,3760.8,6408.15
24,20210402,14:09:00,3107.77,3107.98,3105.51,3106.2400000000002,4383,4652.8,3893.35,3744.9166666666665,6401.6
25,20210402,14:06:00,3106.6800000000003,3107.79,3105.2000000000003,3107.79,5249,4441.4,3933.25,3739.616666666667,6405.133333333333
26,20210402,14:03:00,3107.19,3108.79,3105.31,3105.31,5130,4133.6,3958.0,3727.3166666666666,6402.975
27,20210402,14:00:00,3106.32,3107.94,3105.39,3106.9700000000003,4997,3673.8,3870.05,3711.9666666666667,6400.6
28,20210402,13:57:00,3104.85,3107.2400000000002,3102.6800000000003,3105.38,3505,3317.6,3815.55,3726.0833333333335,6403.025
29,20210402,13:54:00,3102.9900000000002,3104.71,3102.73,3104.63,3326,3247.0,3780.95,3747.8333333333335,6423.325
30,20210402,13:51:00,3104.03,3104.03,3102.11,3103.81,3710,3256.0,3805.3,3768.2,6435.95
31,20210402,13:48:00,3103.6,3104.64,3102.51,3102.84,2831,3178.2,3788.6,3807.133333333333,6447.558333333333
