,day,open,high,low,close
634,20180903,817.93,820.35,812.85,816.84
635,20180831,803.18,817.83,801.69,816.97
636,20180830,805.22,807.91,801.19,804.47
637,20180829,800.51,803.34,798.43,803.18
638,20180828,806.59,806.89,797.84,798.17
639,20180827,799.29,801.58,796.11,801.04
640,20180824,790.76,799.33,787.13,798.23
641,20180823,788.9,792.03,782.94,791.28
642,20180822,790.88,792.7,785.83,785.95
643,20180821,773.12,788.92,772.59,787.15
644,20180820,775.81,778.26,769.21,769.78
645,20180817,766.29,773.37,765.03,772.3
646,20180816,752.04,761.57,743.68,761.18
647,20180814,758.33,766.26,756.01,761.94
648,20180813,780.69,780.69,755.58,755.65
649,20180810,789.71,792.44,781.34,784.81
650,20180809,783.43,789.68,780.95,789.48
651,20180808,787.21,789.76,781.27,783.81
652,20180807,783.45,784.88,775.5,784.7
653,20180806,789.26,790.82,780.97,781.41
654,20180803,786.1,788.82,784.33,788.81
655,20180802,788.77,788.88,776.38,781.38
656,20180801,779,790.38,778.55,790.25
657,20180731,768.75,775.52,766.52,775.52
658,20180730,773,774.82,763.6,769.8
659,20180727,766.03,773.98,763.44,773.98
660,20180726,755.07,765.16,750.86,765.15
661,20180725,764.66,766,744.11,748.89
662,20180724,760.57,767.71,756.63,761.57
663,20180723,792.9,792.99,756.95,756.96
664,20180720,796.27,801.02,785.39,791.61
665,20180719,811.42,811.97,794.14,796.49
666,20180718,823.8,826.36,804.47,810.44
667,20180717,826.67,827.31,818.55,819.72
668,20180716,830.91,831.41,822.91,825.71
669,20180713,820.59,827.89,820.43,827.89
670,20180712,809.86,819.98,806.16,819.29
671,20180711,810.18,811.56,803.88,804.78
672,20180710,814.56,815.9,811.46,813.19
673,20180709,806.85,813.1,803.25,808.28
674,20180706,795.23,809.96,785.22,808.89
675,20180705,799.77,800.93,782.23,794.05
676,20180704,795.06,802.92,792.44,799.1
677,20180703,797.63,801.91,779.41,795.71
678,20180702,818.75,819.94,789.8,789.82
679,20180629,817.2,819.05,802.0,818.22
680,20180628,823.16,827.01,810.18,810.2
681,20180627,832.72,839.61,826.69,826.69
682,20180626,825.05,832.32,817.16,831.4
683,20180625,831.48,836.99,826.66,836.0
684,20180622,826.01,830.68,815.43,830.27
685,20180621,841.44,841.91,826.22,826.22
686,20180620,819.87,840.17,817.64,840.17
687,20180619,841.09,846.62,815.37,815.39
688,20180618,866.44,866.86,833.22,840.23
689,20180615,866.77,869.77,863.42,866.22
690,20180614,873.02,873.02,861.14,864.56
691,20180612,879.18,882.92,870.11,875.04
692,20180611,879.06,881.12,874.84,876.55
693,20180608,887.37,887.52,877.91,878.48
694,20180607,881.47,887.95,880.01,887.91
695,20180605,881.71,881.98,874.16,877.16
696,20180604,887.59,887.76,876.5,877.44
697,20180601,879.61,883.77,878.15,883.22
698,20180531,880.97,880.97,873.16,879.66
699,20180530,876.42,876.71,861.84,874.22
700,20180529,881.53,884.64,868.81,870.08
701,20180528,865.58,879.8,865.57,879.69
702,20180525,866.2,870.71,859.09,868.35
703,20180524,871.68,875.31,866.47,873.32
704,20180523,875.12,875.36,867.28,869.16
705,20180521,871.49,876.12,870.52,872.96
706,20180518,858.08,869.8,857.66,869.45
707,20180517,854.46,857.56,852.91,855.62
708,20180516,857.24,857.24,846.9,850.29
709,20180515,865.53,867.13,858.55,862.94
710,20180514,869.44,869.92,855.54,858.7
711,20180511,855.25,866.86,855.25,865.93
712,20180510,852.28,855.82,846.14,854.93
713,20180509,833.48,851.28,815.27,850.85
714,20180508,860.56,863.56,827.2,827.22
715,20180504,868.35,870.1,856.34,856.34
716,20180503,873.34,876.08,866.05,866.07
717,20180502,869.52,877.54,863.59,871.03
718,20180430,886.29,886.6,870.54,875.95
719,20180427,886.37,886.62,880.03,886.49
720,20180426,876.27,879.87,874.21,879.39
721,20180425,869.31,879,862.05,869.93
722,20180424,881.58,883.78,873.22,873.61
723,20180423,888.39,890.32,877.36,879.02
724,20180420,885.59,892.01,880.68,889.17
725,20180419,892.2,892.2,878.19,882.73
726,20180418,905.62,906.06,890.73,893.32
727,20180417,900.5,901.22,896.83,901.22
728,20180416,895.32,899.2,894.09,896.89
729,20180413,884.12,892.75,877.74,891.87
730,20180412,888.2,889.02,879.17,881.45
731,20180411,882.58,886.14,880.87,885.38
732,20180410,876.22,877.3,866.74,877.3
733,20180409,866.75,874.44,865.5,874.44
734,20180406,867.43,869.81,863.92,867.96
735,20180405,871.09,873.64,865.92,868.93
736,20180404,877.15,877.15,858.29,862.51
737,20180403,857.83,872.32,857.4,872.32
738,20180402,876.85,876.85,865.83,867.8
739,20180330,869.86,873.04,867.11,871.09
740,20180329,855.82,865.99,854.61,865.99
741,20180328,850.05,856.36,843.6,850.97
742,20180327,862.4,863.05,856.56,858.84
743,20180326,833.11,853.69,822.96,853.69
744,20180323,851.7,859.93,829.67,829.68
745,20180322,889.21,891.3,869.0,871.62
746,20180321,892.02,895.72,885.53,885.55
747,20180320,876.61,890.4,875.39,890.4
748,20180319,894.4,894.4,880.97,880.97
749,20180316,893.24,894.45,889.4,894.43
750,20180315,886.98,893.56,883.7,890.43
751,20180314,882.39,887.04,880.92,886.92
752,20180313,884.54,886.25,879.85,886.25
753,20180312,874.15,884.27,873.26,884.27
754,20180309,857.8,868.51,857.47,865.8
755,20180308,847.31,855.8,846.34,853.94
756,20180307,856.43,861.41,841.03,841.03
757,20180306,854.91,859.21,850.42,859.21
758,20180305,862.41,863.01,845.0,845.0
759,20180302,846.4,861.08,845.72,860.23
760,20180228,866.5,868.53,853.9,857.06
761,20180227,880.88,882.04,874.0,874.01
762,20180226,881.36,884.26,869.66,874.43
763,20180223,873.52,875.73,871.41,874.78
764,20180222,871.72,873.48,863.89,870.22
765,20180221,867.92,877.69,864.21,875.58
766,20180220,873.99,877.9,861.5,864.41
767,20180219,855.78,875.81,855.58,875.81
768,20180214,835.6,848.03,830.78,848.03
769,20180213,852.94,854.08,829.39,829.39
770,20180212,854.09,854.94,843.24,843.24
771,20180209,832.13,850.7,832.13,842.6
772,20180208,834.89,867.04,824.64,861.94
773,20180207,874.75,875.03,829.96,829.96
774,20180206,821.24,858.74,814.46,858.17
775,20180205,876.63,883.3,858.22,858.22
776,20180202,911.46,911.77,887.97,899.47
777,20180201,916.78,919.9,901.35,908.2
778,20180131,910.89,917.78,903.52,913.57
779,20180130,928.72,932.01,918.79,920.96
780,20180129,914.26,929.35,914.22,927.05
781,20180126,898.53,913.12,895.32,913.12
782,20180125,894.21,898.6,887.97,898.6
783,20180124,901.62,903.17,891.03,894.77
784,20180123,881.68,894.43,877.68,894.43
785,20180122,875.95,880.85,864.38,873.09
786,20180119,902.85,902.97,875.43,879.99
787,20180118,892.5,899.85,887.67,898.19
788,20180117,902.37,905.95,884.91,886.58
789,20180116,889.23,901.23,884.76,901.23
790,20180115,879.56,892.29,865.68,891.61
791,20180112,863.07,886.65,857.33,873.05
792,20180111,835.23,852.51,830.37,852.51
793,20180110,837.63,841.25,820.89,834.91
794,20180109,841.39,843.56,827.29,829.99
795,20180108,836.07,840.06,829.28,839.51
796,20180105,812.05,828.04,812.05,828.03
797,20180104,825.11,825.57,802.83,808.01
798,20180103,816.3,824.18,812.22,822.31
799,20180102,803.63,813.4,800.54,812.45
800,20171228,791.76,798.68,790.34,798.42
801,20171227,771.33,791.95,770.95,791.95
802,20171226,763.96,775.54,762.21,762.21
803,20171222,742.15,761.2,740.05,761.2
804,20171221,754.54,759.13,740.31,740.32
805,20171220,765.62,766.4,755.25,755.27
806,20171219,769.87,771.01,754.27,766.18
807,20171218,776.09,777.4,770.5,770.5
808,20171215,770.27,775.04,766.45,771.82
809,20171214,777.25,777.44,764.74,770.35
810,20171213,764.33,773.02,763.17,772.22
811,20171212,768.3,769.14,755.03,760.4
812,20171211,747.99,764.09,745.88,764.09
813,20171208,757.21,760.73,743.9,744.06
814,20171207,771.47,773.28,744.34,753.46
815,20171206,778.28,783.54,765.25,768.39
816,20171205,782.14,783.61,773.8,774.12
817,20171204,788.02,788.46,778.2,782.45
818,20171201,779.54,788.15,776.71,787.7
819,20171130,779.84,782.42,769.79,771.42
820,20171129,776.75,783.19,770.97,781.72
821,20171128,797.29,797.53,773.1,773.12
822,20171127,793.81,800.04,783.85,792.8
823,20171124,797.97,803.74,792.74,792.74
824,20171123,778.84,796.81,773.32,796.8
825,20171122,793.79,796.28,779.2,780.9
826,20171121,790.35,793.6,782.95,789.38
827,20171120,776.74,785.32,776.31,785.32
828,20171117,776.32,779.57,770.55,775.85
829,20171116,775.46,780.22,759.7,780.22
830,20171115,759.55,773.05,755.06,768.03
831,20171114,746.88,756.46,742.79,756.46
832,20171113,724.76,741.38,724.76,741.38
833,20171110,709.85,720.79,709.55,720.79
834,20171109,710.71,711.78,705.28,709.94
835,20171108,702.69,709.11,701.52,709.11
836,20171107,704.83,704.83,697.44,701.14
837,20171106,703.2,704.16,699.75,703.79
838,20171103,697.43,701.13,695.88,701.13
839,20171102,698.14,698.91,691.52,694.96
840,20171101,696.65,696.93,694.27,695.77
841,20171031,691.07,694.23,689.29,694.2
842,20171030,692.76,693.12,688.41,689.68
843,20171027,685.2,689.97,682.9,689.97
844,20171026,689.94,690.53,680.61,680.61
845,20171025,688.83,690.3,684.84,689.14
846,20171024,678.55,687.45,678.34,687.21
847,20171023,674.98,677.69,674.64,675.86
848,20171020,669.06,672.95,667.17,672.95
849,20171019,671.22,671.39,664.19,667.1
850,20171018,677.42,679.5,667.31,668.42
851,20171017,660.61,671.95,660.33,670.51
852,20171016,667.26,668.5,652.17,659.41
853,20171013,669,672.78,659.1,663.08
854,20171012,665.12,666.74,663.37,666.54
855,20171011,656.85,662.31,656.76,662.31
856,20171010,658.76,659.51,653.91,654.59
857,20170929,650.32,653.58,648.68,652.82
858,20170928,651.92,653.38,648.09,648.09
859,20170927,645.02,650.71,644.56,649.24
860,20170926,638.58,645.73,637.36,642.4
861,20170925,649.11,653.05,638.92,642.04
862,20170922,660.6,662.39,647.28,648.95
863,20170921,671.32,672.6,658.64,661.11
864,20170920,676.6,677.29,668.05,668.05
865,20170919,677.57,677.97,670.07,674.48
866,20170918,674.66,677.14,672.58,675.87
867,20170915,662.9,671.31,662.9,671.3
868,20170914,660.15,665.47,659.25,665.41
869,20170913,662.94,662.94,658.54,659.09
870,20170912,660.03,660.56,658.05,660.05
871,20170911,657.68,659.47,654.92,656.53
872,20170908,659.83,660.63,653.34,654.29
873,20170907,655.44,659.12,655.36,658.48
874,20170906,649.23,653.44,649.23,652.59
875,20170905,655.4,656.22,645.97,648.75
876,20170904,643.99,655.39,643.98,650.89
877,20170901,660.71,662.39,658.65,661.99
878,20170831,657.13,658.03,655.64,657.83
879,20170830,656.9,657.43,654.49,655.0
880,20170829,650.28,654.02,647.13,653.96
881,20170828,652.37,652.94,649.54,652.92
882,20170825,649.22,650.76,648.44,650.27
883,20170824,645.1,647.99,644.98,647.71
884,20170823,647.79,647.79,643.65,643.71
885,20170822,643.26,644.38,642.64,644.26
886,20170821,645.35,645.35,640.84,640.85
887,20170818,636.94,643.86,636.44,643.58
888,20170817,638.12,642.28,635.74,642.11
889,20170816,634.44,635.97,634.1,634.91
890,20170814,632.52,633.99,629.26,629.37
891,20170811,629.81,635.29,626.08,628.34
892,20170810,642.8,646.56,635.06,640.04
893,20170809,649.39,650.09,642.87,642.87
894,20170808,650.78,651.91,645.73,651.67
895,20170807,643.36,650.01,642.82,648.39
896,20170804,644.8,648.34,638.87,641.58
897,20170803,658.7,658.94,641.63,643.09
898,20170802,654.85,658.28,654.83,657.52
899,20170801,650.89,655.07,649.7,653.12
900,20170731,648.84,651.83,643.77,650.47
901,20170728,665.08,665.08,651.84,652.95
902,20170727,669.22,670.6,664.53,666.48
903,20170726,672.43,672.63,664.13,667.22
904,20170725,678.7,679.48,670.1,670.47
905,20170724,678.59,679.46,676.63,677.32
906,20170721,677.84,678.15,674.6,676.6
907,20170720,674.06,677.59,672.37,676.51
908,20170719,666.3,671.53,666.3,671.53
909,20170718,661.16,664.04,661.16,664.02
910,20170717,656.97,659.89,656.97,659.89
911,20170714,654.24,655.45,651.27,654.11
912,20170713,654.01,655.16,651.6,652.69
913,20170712,657.06,657.9,651.09,651.1
914,20170711,659.27,659.91,654.5,656.01
915,20170710,666.19,666.19,657.67,657.86
916,20170707,662.66,664.29,660.99,663.77
917,20170706,663.79,665.05,662.67,663.79
918,20170705,657.7,661.58,657.69,661.54
919,20170704,662.17,663.85,654.06,656.19
920,20170703,671.17,671.17,660.04,660.97
921,20170630,665.67,669.12,665.57,669.04
922,20170629,670.1,670.56,666.0,668.0
923,20170628,671.26,672.36,665.89,665.89
924,20170627,671.7,673.13,670.87,672.63
925,20170626,670.59,670.78,667.71,668.36
926,20170623,665.19,669.05,665.02,668.93
927,20170622,667.99,668.36,663.26,663.28
928,20170621,668.41,668.44,662.68,665.77
929,20170620,678.72,678.82,669.41,669.41
930,20170619,672.72,675.71,672.25,675.44
931,20170616,670.77,670.82,667.73,670.7
932,20170615,672.97,673.1,664.99,669.82
933,20170614,673.02,674.36,670.26,671.59
934,20170613,666.07,669.26,666.07,669.23
935,20170612,672.09,672.12,664.12,664.86
936,20170609,672.14,674.15,671.2,674.15
937,20170608,668.25,670.05,667.0,669.97
938,20170607,664.07,666.58,661.1,666.46
939,20170605,660.77,662.37,659.76,662.32
940,20170602,656.43,658.82,655.82,658.78
941,20170601,653.57,654.23,651.1,653.83
942,20170531,650.51,652.52,649.51,652.04
943,20170530,645.09,649.09,644.34,649.06
944,20170529,648.15,648.22,642.75,642.98
945,20170526,644.97,646.45,644.3,646.01
946,20170525,648.25,648.29,642.87,643.02
947,20170524,646.44,648.05,645.03,646.04
948,20170523,644.59,645.44,644.0,644.73
949,20170522,645.04,645.16,641.6,642.62
950,20170519,640.33,643.06,639.17,642.45
951,20170518,633.4,638.16,633.14,638.12
952,20170517,640.87,641.48,638.93,640.01
953,20170516,646.5,646.5,638.43,639.11
954,20170515,644.59,646.31,642.79,645.38
955,20170512,648.56,648.56,642.96,643.73
956,20170511,644.44,647.58,643.35,647.58
957,20170510,645.7,645.7,641.54,642.68
958,20170508,638.36,643.39,638.09,643.39
959,20170504,628.1,635.11,628.1,635.11
960,20170502,629.21,629.53,626.4,626.43
961,20170428,632.83,632.83,627.28,628.24
962,20170427,636.24,636.29,630.92,631.11
963,20170426,635.05,635.38,634.3,635.11
964,20170425,629.21,632.57,629.21,632.57
965,20170424,635.58,635.58,626.62,626.62
966,20170421,638.02,638.02,633.7,634.96
967,20170420,636.87,637.49,635.44,635.8
968,20170419,634.93,636.42,633.64,635.99
969,20170418,632.4,634.82,630.27,634.73
970,20170417,621.45,629.47,621.45,629.47
971,20170414,623.14,624.73,617.72,618.24
972,20170413,622.49,624.15,622.38,623.87
973,20170412,622.54,622.73,619.27,621.45
974,20170411,620.25,625.18,614.21,621.64
975,20170410,633.24,633.24,617.16,619.41
976,20170407,632.16,633.49,629.61,633.32
977,20170406,630.59,630.59,625.2,630.46
978,20170405,627.89,630.17,626.94,630.17
979,20170404,629.23,629.78,625.2,625.49
980,20170403,621.47,628.52,620.34,628.52
981,20170331,616.2,619.48,615.43,619.28
982,20170330,615.34,615.43,613.09,614.68
983,20170329,614.65,614.66,612.55,613.63
984,20170328,608.75,612.28,607.98,612.28
985,20170327,609.63,611.03,606.96,607.07
986,20170324,607.34,608.28,605.59,608.18
987,20170323,609.36,609.68,604.48,605.53
988,20170322,608.36,611.49,606.8,607.57
989,20170321,610.7,612.13,608.66,609.73
990,20170320,613.73,613.73,607.48,609.11
991,20170317,615.09,615.09,611.65,613.26
992,20170316,611.48,613.88,610.6,613.88
993,20170315,615.38,615.54,608.03,608.68
994,20170314,617.07,617.21,613.93,614.12
995,20170313,613.79,615.87,613.44,615.59
996,20170310,607.01,612.26,596.85,612.26
997,20170309,607.58,610.58,605.3,606.13
998,20170308,607.15,607.42,604.8,605.75
999,20170307,603.57,606.1,602.95,606.05
1000,20170306,598.98,604.29,597.66,604.05
1001,20170303,607.59,607.59,597.43,600.73
1002,20170302,614.58,614.59,608.61,608.93
1003,20170228,613.67,614.36,611.13,612.2
1004,20170227,615.77,615.83,612.12,612.12
1005,20170224,619.35,620.04,614.71,614.75
1006,20170223,622.41,622.96,617.67,617.67
1007,20170222,623.88,624.13,621.39,621.39
1008,20170221,621.49,622.84,620.98,622.47
1009,20170220,620.18,620.46,618.98,619.97
1010,20170217,615.72,619.4,615.52,618.7
1011,20170216,617.86,617.96,613.94,616.58
1012,20170215,612.7,616.17,612.16,615.95
1013,20170214,613.23,613.35,609.52,611.54
1014,20170213,611.59,611.94,609.36,611.94
1015,20170210,612.38,613.53,609.84,610.58
1016,20170209,610.11,611.22,607.37,611.04
1017,20170208,609.72,609.84,604.75,608.79
1018,20170207,611.65,612.62,606.59,608.72
1019,20170206,610.79,611.44,607.77,610.96
1020,20170203,614.37,614.83,606.72,609.21
1021,20170202,623.46,623.46,613.02,613.04
1022,20170201,617.3,623.68,617.26,623.68
1023,20170131,616.77,618.32,615.06,616.13
1024,20170126,611.43,616.81,610.05,616.81
1025,20170125,615.37,616.72,609.25,609.64
1026,20170124,616.36,616.95,612.89,612.93
1027,20170123,623.28,623.65,615.99,615.99
1028,20170120,626.5,626.86,622.12,622.12
1029,20170119,629.63,630.26,626.19,626.19
1030,20170118,624.87,626.89,621.7,626.89
1031,20170117,628.3,630.16,623.49,624.0
1032,20170116,636.77,636.8,627.28,627.88
1033,20170113,633.88,637.47,631.67,634.68
1034,20170112,639.04,639.13,632.21,632.87
1035,20170111,637.56,639.29,637.19,637.9
1036,20170110,642.85,643.25,636.26,636.73
1037,20170109,645.92,645.92,642.15,642.15
1038,20170106,643.96,644.17,641.96,643.68
1039,20170105,642.01,642.64,640.87,642.48
1040,20170104,638.73,639.91,636.74,639.79
1041,20170103,633.3,636.65,633.1,636.57
1042,20170102,632.89,633,629.54,632.04
1043,20161229,626.21,631.51,624.23,631.44
1044,20161228,622.26,627.33,621.07,627.27
1045,20161227,616.66,619.42,616.66,618.38
1046,20161226,621.15,621.15,615.16,615.16
1047,20161223,617.14,620.47,616.3,619.75
1048,20161222,619.61,620.16,615.91,615.93
1049,20161221,620.34,621.05,616.22,618.63
1050,20161220,624.29,624.81,617.98,617.99
1051,20161219,624.23,624.23,620.42,622.77
1052,20161216,622.52,623.04,617.93,622.08
1053,20161215,610.51,620.61,610.12,620.61
1054,20161214,614.59,615.71,611.48,612.47
1055,20161213,604.31,611.17,601.69,611.09
1056,20161212,599.1,603.12,598.4,603.08
1057,20161209,585.8,594.53,585.24,594.35
1058,20161208,581.88,586.46,581.11,584.62
1059,20161207,584.12,584.88,573.54,578.52
1060,20161206,578.18,583.23,578.18,581.35
1061,20161205,584.56,584.62,575.12,575.12
1062,20161202,593.21,593.45,586.73,586.73
1063,20161201,596.52,596.89,591.64,593.85
1064,20161130,597.38,597.49,594.13,596.11
1065,20161129,592.55,597.29,590.84,596.07
1066,20161128,599.41,600.13,593.05,593.05
1067,20161125,592.6,597.87,591.17,597.82
1068,20161124,600.49,603.13,590.49,592.65
1069,20161123,612.36,612.41,599.89,600.29
1070,20161122,612.42,614.79,608.67,610.74
1071,20161121,618.63,618.63,609.1,609.33
1072,20161118,628.72,628.72,619.58,620.26
1073,20161117,629.05,629.08,624.52,627.76
1074,20161116,620.81,627.83,620.81,627.83
1075,20161115,621.82,623.2,616.53,617.43
1076,20161114,622.6,623.01,620.38,621.23
1077,20161111,622.45,625.46,618.38,621.89
1078,20161110,615.16,623.23,614.86,623.23
1079,20161109,626.53,627.02,581.64,599.74
1080,20161108,626.39,626.5,621.35,624.19
1081,20161107,614.93,622.17,614.93,622.17
1082,20161104,610.07,611.76,605.78,610.82
1083,20161103,602.33,613.57,602.31,609.99
1084,20161102,624.46,624.58,606.04,606.06
1085,20161101,621.69,631.2,621.69,626.38
1086,20161031,638.62,638.62,623.37,624.68
1087,20161028,648.9,648.93,640.16,640.17
1088,20161027,636.47,648.66,636.47,648.57
1089,20161026,638.07,639,626.66,635.51
1090,20161025,648.4,649.02,636.4,640.17
1091,20161024,654.01,654.8,647.34,647.88
1092,20161021,656.02,656.99,651.37,651.77
1093,20161020,663.06,663.49,655.02,655.68
1094,20161019,662.46,664.23,660.63,661.26
1095,20161018,660.58,662.34,658.54,660.29
1096,20161017,666.26,666.28,659.14,659.83
1097,20161014,664.43,666.04,663.51,664.92
1098,20161013,671.69,671.8,663.0,663.09
1099,20161012,668.09,672.12,667.91,669.95
1100,20161011,676.09,677.29,669.22,670.64
1101,20161010,676.02,678.7,674.08,674.74
1102,20161007,685.96,686.24,675.6,675.9
1103,20161006,686.69,687.93,684.14,684.33
1104,20161005,686.03,687.33,684.37,685.44
1105,20161004,682.32,686.8,681.28,685.88
1106,20160930,688.49,688.49,680.1,681.21
1107,20160929,689.34,690.44,688.43,689.83
1108,20160928,689.6,690.16,686.76,686.76
1109,20160927,685.15,688.11,683.29,687.99
1110,20160926,688.89,690.57,686.75,686.76
1111,20160923,687.16,688.99,685.29,688.59
1112,20160922,682.94,685.87,682.18,685.24
1113,20160921,676.56,678.36,675.7,678.28
1114,20160920,667.16,674.71,666.77,674.51
1115,20160919,661.81,666.76,661.81,666.64
1116,20160913,659.48,661.06,657.03,660.15
1117,20160912,654.49,660.4,652.91,652.91
1118,20160909,667.46,667.46,659.67,664.99
1119,20160908,673.6,675.15,660.84,667.4
1120,20160907,681.01,681.89,672.49,672.49
1121,20160906,681.14,681.52,677.86,679.26
1122,20160905,680.02,681.14,678.48,679.49
1123,20160902,673.16,677.16,670.96,676.91
1124,20160901,664.33,671.37,663.86,671.29
1125,20160831,668.63,669.05,656.21,663.69
1126,20160830,667.2,671.49,665.6,667.61
1127,20160829,679.16,679.17,663.53,663.58
1128,20160826,684.92,684.92,679.26,680.43
1129,20160825,688.8,688.99,683.83,683.96
1130,20160824,689.86,690.44,687.61,687.78
1131,20160823,688.68,692.19,687.37,687.38
1132,20160822,697.5,697.54,688.15,688.15
1133,20160819,698.87,699.05,695.87,696.2
1134,20160818,696.94,697.65,695.13,696.93
1135,20160817,697.98,698.02,688.14,693.67
1136,20160816,706.4,706.4,698.87,698.87
1137,20160812,705.22,705.5,702.87,705.18
1138,20160811,709.3,709.67,702.56,703.33
1139,20160810,703.74,707.94,702.39,707.46
1140,20160809,697.86,701.93,697.42,700.73
1141,20160808,698.67,698.8,694.36,696.43
1142,20160805,703.87,704.03,694.49,696.09
1143,20160804,701.2,703.72,700.95,701.67
1144,20160803,700.4,700.43,694.88,698.32
1145,20160802,704.25,704.56,700.32,700.9
1146,20160801,708.84,708.94,703.72,703.72
1147,20160729,705.39,706.83,705.13,706.24
1148,20160728,702.94,705.23,701.16,703.78
1149,20160727,707.27,708.1,700.94,701.09
1150,20160726,705.8,705.99,702.98,705.4
1151,20160725,710.21,710.42,704.83,704.96
1152,20160722,708.89,708.89,706.16,707.54
1153,20160721,708.7,709.89,707.82,708.12
1154,20160720,704.02,705.35,703.2,705.03
1155,20160719,703.41,703.98,700.83,702.44
1156,20160718,701.95,702.17,698.69,700.9
1157,20160715,706.21,706.21,699.24,700.28
1158,20160714,704.13,704.13,699.03,703.34
1159,20160713,703.53,704.69,702.04,702.65
1160,20160712,700.09,700.82,696.38,699.4
1161,20160711,695.46,697.26,692.75,697.25
1162,20160708,698.61,698.69,688.81,692.6
1163,20160707,689.91,696.18,689.91,695.95
1164,20160706,691.42,692.88,680.32,685.51
1165,20160705,690.11,692.8,687.0,692.73
1166,20160704,688,688.2,685.27,688.15
1167,20160701,679.21,684.82,679.21,684.26
1168,20160630,675.4,676.53,673.11,675.09
1169,20160629,666.73,672.11,664.69,669.88
1170,20160628,643.06,660.03,641.17,659.3
1171,20160627,629.21,650.61,626.99,648.12
1172,20160624,687.4,688.12,631.18,647.16
1173,20160623,686.36,686.45,674.04,679.52
1174,20160622,689.27,690.63,688.18,688.18
1175,20160621,691.54,691.85,685.35,688.55
1176,20160620,682.91,689.11,682.91,688.95
1177,20160617,685.15,687.22,674.82,678.86
1178,20160616,697.27,697.63,677.82,680.25
1179,20160615,693.24,696.79,687.68,694.66
1180,20160614,693.6,697.24,687.56,692.94
1181,20160613,702.58,702.58,695.61,695.61
1182,20160610,705.31,707.11,703.55,706.81
1183,20160609,706.32,707.81,696.53,705.08
1184,20160608,705.69,705.69,702.39,703.99
1185,20160607,703.82,705.82,703.55,704.77
1186,20160603,703.44,703.5,698.79,701.43
1187,20160602,702.26,702.41,699.06,701.15
1188,20160601,699.49,700.63,698.76,700.03
1189,20160531,692.82,698.45,691.93,698.45
1190,20160530,694,694.34,689.93,692.06
1191,20160527,689.96,692.02,688.81,691.54
1192,20160526,691.9,692.64,686.62,687.94
1193,20160525,693.65,693.65,688.0,689.33
1194,20160524,691.92,692.05,686.87,687.71
1195,20160523,688.87,691.68,688.53,691.0
1196,20160520,679.65,686.44,679.65,684.92
1197,20160519,685.36,686.61,678.48,679.39
1198,20160518,694.9,694.9,683.81,683.87
1199,20160517,703.08,703.24,693.07,695.95
1200,20160516,705.03,705.04,701.25,701.46
1201,20160513,705.85,705.92,703.65,704.37
1202,20160512,702.46,706.49,699.87,705.04
1203,20160511,704.32,704.53,701.29,703.94
1204,20160510,693.47,700.53,693.44,700.23
1205,20160509,696.66,697.14,690.85,691.82
1206,20160504,698.02,698.3,693.25,694.17
1207,20160503,693.67,699.24,693.67,698.66
1208,20160502,700.43,700.74,690.27,690.27
1209,20160429,699.89,700.14,695.82,699.77
1210,20160428,702.04,703.95,699.68,699.7
1211,20160427,704.42,704.59,699.41,699.52
1212,20160426,705.51,705.51,700.76,702.06
1213,20160425,705.37,705.44,702.42,703.7
1214,20160422,702.9,703.89,700.98,703.05
1215,20160421,702.21,702.32,698.39,701.62
1216,20160420,703.55,704.44,699.85,699.86
1217,20160419,697.31,701.8,696.22,701.68
1218,20160418,695.78,695.98,693.0,695.34
1219,20160415,696.37,697,693.8,695.62
1220,20160414,698.03,698.26,691.65,693.42
1221,20160412,693.8,695.22,691.52,693.45
1222,20160411,700.04,700.36,693.01,693.01
1223,20160408,696.47,697.28,695.05,697.1
1224,20160407,696.91,697.73,695.48,697.13
1225,20160406,697.11,697.11,692.82,694.03
1226,20160405,698.3,698.3,693.05,695.7
1227,20160404,693.8,697,692.73,696.98
1228,20160401,690.18,694.98,689.05,690.69
1229,20160331,693.02,693.13,687.09,688.38
1230,20160330,690.85,692.17,690.04,691.13
1231,20160329,678.75,686.5,678.72,686.5
1232,20160328,685.06,685.46,676.28,676.51
1233,20160325,688.3,688.81,682.78,683.2
1234,20160324,689.87,691.03,686.11,686.26
1235,20160323,692.56,693.47,689.39,689.39
1236,20160322,694.27,694.96,689.8,691.51
1237,20160321,698.59,698.88,691.55,692.42
1238,20160318,694.86,695.59,692.42,695.02
1239,20160317,698.77,699.76,691.32,691.49
1240,20160316,694.45,699.71,691.99,693.44
1241,20160315,692.78,697.91,692.61,693.34
1242,20160314,693.06,696.11,691.05,691.05
1243,20160311,686.33,689.52,686.09,689.17
1244,20160310,682.3,687.6,682.3,687.6
1245,20160309,673.93,680.53,673.62,679.64
1246,20160308,675.07,677.06,666.3,674.32
1247,20160307,677.31,678.95,671.34,672.21
1248,20160304,670.44,674.69,668.99,673.84
1249,20160303,664.94,669.1,660.79,669.01
1250,20160302,658.95,662.31,658.64,662.25
1251,20160229,652.26,652.87,648.07,651.62
1252,20160226,649.33,651.09,647.03,649.3
1253,20160225,648.58,650.58,644.06,646.27
1254,20160224,640.75,647.39,639.54,643.98
1255,20160223,655.08,655.22,641.56,642.31
1256,20160222,646.35,651.13,644.15,650.14
1257,20160219,638.8,645.02,637.12,644.56
1258,20160218,633.44,638.43,633.29,638.43
